Reporter Countries,Partner Countries,Element,Item,Unit,Y2021
Australia,Argentina,Export Quantity,Maize (corn),tonnes,0.12
Australia,Argentina,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,10.0
Australia,Argentina,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2.0
Australia,Bahrain,Export Quantity,Wheat,tonnes,82500.0
Australia,Bangladesh,Export Quantity,Maize (corn),tonnes,4.0
Australia,Bangladesh,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,429.0
Australia,Bangladesh,Export Quantity,Wheat,tonnes,451240.6
Australia,Belgium,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,224.0
Australia,Brazil,Import Quantity,Maize (corn),tonnes,270.0
Australia,Brunei Darussalam,Export Quantity,Maize (corn),tonnes,0.32
Australia,Burundi,Export Quantity,Wheat,tonnes,23541.0
Australia,Cambodia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,11204.0
Australia,"China, Hong Kong SAR",Export Quantity,Maize (corn),tonnes,30.65
Australia,"China, Hong Kong SAR",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2.0
Australia,"China, Hong Kong SAR",Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Australia,"China, Hong Kong SAR",Export Quantity,Wheat,tonnes,1074.83
Australia,"China, mainland",Export Quantity,Maize (corn),tonnes,12.44
Australia,"China, mainland",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2027.0
Australia,"China, mainland",Export Quantity,Wheat,tonnes,2943393.26
Australia,"China, Taiwan Province of",Export Quantity,Maize (corn),tonnes,237.32
Australia,"China, Taiwan Province of",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,3516.0
Australia,"China, Taiwan Province of",Export Quantity,Wheat,tonnes,282394.26
Australia,Egypt,Export Quantity,Wheat,tonnes,320570.4
Australia,Fiji,Export Quantity,Maize (corn),tonnes,14.99
Australia,Fiji,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,14.0
Australia,Fiji,Export Quantity,Wheat,tonnes,169735.78
Australia,France,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Australia,French Polynesia,Export Quantity,Maize (corn),tonnes,247.77
Australia,French Polynesia,Export Quantity,Wheat,tonnes,625.28
Australia,Germany,Export Quantity,Maize (corn),tonnes,4.26
Australia,Germany,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,48.0
Australia,Ghana,Import Quantity,Maize (corn),tonnes,7.65
Australia,Ghana,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4.0
Australia,Greece,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,3.0
Australia,India,Import Quantity,Maize (corn),tonnes,0.89
Australia,India,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,54558.0
Australia,India,Import Quantity,Wheat,tonnes,6.08
Australia,Indonesia,Export Quantity,Maize (corn),tonnes,300.0
Australia,Indonesia,Export Quantity,Wheat,tonnes,4938500.11
Australia,Iran (Islamic Republic of),Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,162.0
Australia,Israel,Export Quantity,Maize (corn),tonnes,0.05
Australia,Italy,Import Quantity,Maize (corn),tonnes,12.49
Australia,Italy,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4581.0
Australia,Italy,Import Quantity,Wheat,tonnes,2.31
Australia,Italy,Export Quantity,Wheat,tonnes,464616.4
Australia,Japan,Export Quantity,Maize (corn),tonnes,3049.32
Australia,Japan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,990.0
Australia,Japan,Export Quantity,Wheat,tonnes,1216260.6
Australia,Jordan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,20.0
Australia,Jordan,Import Quantity,Wheat,tonnes,1.51
Australia,Kenya,Export Quantity,Wheat,tonnes,508219.6
Australia,Kuwait,Export Quantity,Wheat,tonnes,440514.6
Australia,Lao People's Democratic Republic,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,369.0
Australia,Lao People's Democratic Republic,Export Quantity,Wheat,tonnes,2010.02
Australia,Lebanon,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Australia,Lebanon,Import Quantity,Wheat,tonnes,0.2
Australia,Madagascar,Export Quantity,Wheat,tonnes,32307.0
Australia,Malawi,Export Quantity,Wheat,tonnes,113250.0
Australia,Malaysia,Export Quantity,Maize (corn),tonnes,5805.47
Australia,Malaysia,Export Quantity,Wheat,tonnes,1151033.46
Australia,Mauritius,Export Quantity,Wheat,tonnes,63.17
Australia,Mozambique,Export Quantity,Wheat,tonnes,284279.6
Australia,Myanmar,Export Quantity,Maize (corn),tonnes,0.65
Australia,Myanmar,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,133.0
Australia,Myanmar,Export Quantity,Wheat,tonnes,373348.5
Australia,Namibia,Import Quantity,Maize (corn),tonnes,4.8
Australia,Nauru,Export Quantity,Maize (corn),tonnes,0.13
Australia,Nepal,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,36.0
Australia,Netherlands (Kingdom of the),Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,19.0
Australia,New Caledonia,Export Quantity,Maize (corn),tonnes,28.42
Australia,New Caledonia,Export Quantity,Wheat,tonnes,29851.56
Australia,New Zealand,Import Quantity,Maize (corn),tonnes,1369.37
Australia,New Zealand,Export Quantity,Maize (corn),tonnes,90.02
Australia,New Zealand,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2.0
Australia,New Zealand,Import Quantity,Wheat,tonnes,1010.34
Australia,New Zealand,Export Quantity,Wheat,tonnes,546278.82
Australia,Nigeria,Export Quantity,Wheat,tonnes,115280.0
Australia,Oman,Export Quantity,Wheat,tonnes,75584.58
Australia,Pakistan,Export Quantity,Maize (corn),tonnes,0.4
Australia,Pakistan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,13010.0
Australia,Papua New Guinea,Export Quantity,Maize (corn),tonnes,62.42
Australia,Papua New Guinea,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,7.0
Australia,Papua New Guinea,Export Quantity,Wheat,tonnes,252645.9
Australia,Peru,Import Quantity,Maize (corn),tonnes,0.38
Australia,Philippines,Export Quantity,Maize (corn),tonnes,649.31
Australia,Philippines,Export Quantity,Wheat,tonnes,1969593.52
Australia,Qatar,Export Quantity,Wheat,tonnes,62783.2
Australia,Republic of Korea,Export Quantity,Maize (corn),tonnes,75632.76
Australia,Republic of Korea,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,335.0
Australia,Republic of Korea,Export Quantity,Wheat,tonnes,1133738.28
Australia,Rwanda,Export Quantity,Wheat,tonnes,42526.2
Australia,Samoa,Export Quantity,Maize (corn),tonnes,0.01
Australia,Saudi Arabia,Export Quantity,Wheat,tonnes,481946.6
Australia,Sierra Leone,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,17.0
Australia,Singapore,Export Quantity,Maize (corn),tonnes,709.3
Australia,Singapore,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,358.0
Australia,Singapore,Export Quantity,Wheat,tonnes,108995.27
Australia,Solomon Islands,Export Quantity,Wheat,tonnes,13167.68
Australia,South Africa,Import Quantity,Maize (corn),tonnes,14.73
Australia,South Africa,Export Quantity,Maize (corn),tonnes,8.46
Australia,South Africa,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,6.0
Australia,South Africa,Export Quantity,Wheat,tonnes,589422.1
Australia,Spain,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1269.0
Australia,Sri Lanka,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,642.0
Australia,Sri Lanka,Export Quantity,Wheat,tonnes,577683.1
Australia,Sudan,Export Quantity,Wheat,tonnes,226075.6
Australia,Thailand,Export Quantity,Maize (corn),tonnes,2.75
Australia,Thailand,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,62216.0
Australia,Thailand,Export Quantity,Wheat,tonnes,1053869.28
Australia,Timor-Leste,Export Quantity,Maize (corn),tonnes,0.01
Australia,Timor-Leste,Export Quantity,Wheat,tonnes,0.01
Australia,Türkiye,Export Quantity,Maize (corn),tonnes,7.5
Australia,Türkiye,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,84.0
Australia,Türkiye,Import Quantity,Wheat,tonnes,49.79
Australia,Uganda,Export Quantity,Wheat,tonnes,123014.4
Australia,United Arab Emirates,Export Quantity,Maize (corn),tonnes,0.2
Australia,United Arab Emirates,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,43.0
Australia,United Arab Emirates,Export Quantity,Wheat,tonnes,250157.3
Australia,United Kingdom of Great Britain and Northern Ireland,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4.0
Australia,United Kingdom of Great Britain and Northern Ireland,Export Quantity,Wheat,tonnes,6719.8
Australia,United Republic of Tanzania,Export Quantity,Wheat,tonnes,200866.82
Australia,United States of America,Import Quantity,Maize (corn),tonnes,513.4
Australia,United States of America,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,9661.0
Australia,Uruguay,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,505.0
Australia,Uruguay,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,12.0
Australia,Vanuatu,Export Quantity,Maize (corn),tonnes,3.05
Australia,Viet Nam,Import Quantity,Maize (corn),tonnes,14.59
Australia,Viet Nam,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,37090.0
Australia,Viet Nam,Export Quantity,Wheat,tonnes,3028631.0
Australia,Yemen,Export Quantity,Wheat,tonnes,856726.0
Australia,Zambia,Export Quantity,Wheat,tonnes,18000.0
Austria,Albania,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Argentina,Import Quantity,Maize (corn),tonnes,14.69
Austria,Argentina,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,276.0
Austria,Australia,Export Quantity,Maize (corn),tonnes,0.04
Austria,Australia,Export Quantity,Wheat,tonnes,0.13
Austria,Azerbaijan,Export Quantity,Maize (corn),tonnes,175.06
Austria,Azerbaijan,Export Quantity,Wheat,tonnes,22.1
Austria,Belarus,Export Quantity,Maize (corn),tonnes,136.7
Austria,Belarus,Export Quantity,Wheat,tonnes,64.21
Austria,Belgium,Import Quantity,Maize (corn),tonnes,483.51
Austria,Belgium,Export Quantity,Maize (corn),tonnes,228.64
Austria,Belgium,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4421.0
Austria,Belgium,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,5.0
Austria,Belgium,Import Quantity,Wheat,tonnes,568.98
Austria,Belgium,Export Quantity,Wheat,tonnes,2603.45
Austria,Bolivia (Plurinational State of),Import Quantity,Maize (corn),tonnes,0.0
Austria,Brazil,Import Quantity,Maize (corn),tonnes,0.01
Austria,Brazil,Export Quantity,Wheat,tonnes,0.25
Austria,Bulgaria,Import Quantity,Maize (corn),tonnes,0.27
Austria,Bulgaria,Export Quantity,Maize (corn),tonnes,217.92
Austria,Bulgaria,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4.0
Austria,Bulgaria,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,9.0
Austria,Bulgaria,Import Quantity,Wheat,tonnes,124.78
Austria,Bulgaria,Export Quantity,Wheat,tonnes,4365.5
Austria,Cambodia,Export Quantity,Maize (corn),tonnes,0.0
Austria,Cambodia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,479.0
Austria,Canada,Import Quantity,Maize (corn),tonnes,0.17
Austria,Canada,Export Quantity,Maize (corn),tonnes,58.9
Austria,Canada,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Chile,Import Quantity,Maize (corn),tonnes,25.16
Austria,Chile,Export Quantity,Maize (corn),tonnes,2.44
Austria,Chile,Import Quantity,Wheat,tonnes,0.11
Austria,Chile,Export Quantity,Wheat,tonnes,0.01
Austria,"China, mainland",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,"China, Taiwan Province of",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Croatia,Import Quantity,Maize (corn),tonnes,6762.01
Austria,Croatia,Export Quantity,Maize (corn),tonnes,1309.05
Austria,Croatia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2.0
Austria,Croatia,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,116.0
Austria,Croatia,Import Quantity,Wheat,tonnes,8229.22
Austria,Croatia,Export Quantity,Wheat,tonnes,87.37
Austria,Cuba,Export Quantity,Maize (corn),tonnes,0.0
Austria,Cyprus,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,18.0
Austria,Czechia,Import Quantity,Maize (corn),tonnes,219867.51
Austria,Czechia,Export Quantity,Maize (corn),tonnes,12602.97
Austria,Czechia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,554.0
Austria,Czechia,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,320.0
Austria,Czechia,Import Quantity,Wheat,tonnes,335022.85
Austria,Czechia,Export Quantity,Wheat,tonnes,1375.82
Austria,Denmark,Import Quantity,Maize (corn),tonnes,0.3
Austria,Denmark,Export Quantity,Maize (corn),tonnes,102.14
Austria,Denmark,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,151.0
Austria,Denmark,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,15.0
Austria,Denmark,Import Quantity,Wheat,tonnes,8.0
Austria,Denmark,Export Quantity,Wheat,tonnes,331.19
Austria,Egypt,Import Quantity,Maize (corn),tonnes,0.03
Austria,Egypt,Import Quantity,Wheat,tonnes,0.3
Austria,Estonia,Export Quantity,Maize (corn),tonnes,28.23
Austria,Estonia,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Estonia,Export Quantity,Wheat,tonnes,0.0
Austria,Finland,Export Quantity,Maize (corn),tonnes,7.81
Austria,Finland,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,France,Import Quantity,Maize (corn),tonnes,13283.31
Austria,France,Export Quantity,Maize (corn),tonnes,5646.34
Austria,France,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,382.0
Austria,France,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,74.0
Austria,France,Import Quantity,Wheat,tonnes,25.25
Austria,France,Export Quantity,Wheat,tonnes,7986.51
Austria,Georgia,Export Quantity,Maize (corn),tonnes,128.55
Austria,Georgia,Import Quantity,Wheat,tonnes,0.03
Austria,Georgia,Export Quantity,Wheat,tonnes,44.37
Austria,Germany,Import Quantity,Maize (corn),tonnes,59250.56
Austria,Germany,Export Quantity,Maize (corn),tonnes,79529.71
Austria,Germany,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,6252.0
Austria,Germany,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1146.0
Austria,Germany,Import Quantity,Wheat,tonnes,130907.27
Austria,Germany,Export Quantity,Wheat,tonnes,131412.01
Austria,Ghana,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Greece,Export Quantity,Maize (corn),tonnes,4.62
Austria,Greece,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,159.0
Austria,Greece,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Austria,Greece,Export Quantity,Wheat,tonnes,2878.1
Austria,Hungary,Import Quantity,Maize (corn),tonnes,465919.01
Austria,Hungary,Export Quantity,Maize (corn),tonnes,9531.58
Austria,Hungary,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,173.0
Austria,Hungary,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,621.0
Austria,Hungary,Import Quantity,Wheat,tonnes,502586.68
Austria,Hungary,Export Quantity,Wheat,tonnes,3116.78
Austria,India,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,880.0
Austria,India,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,36.0
Austria,Iran (Islamic Republic of),Export Quantity,Maize (corn),tonnes,23.51
Austria,Iran (Islamic Republic of),Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,22.0
Austria,Iran (Islamic Republic of),Import Quantity,Wheat,tonnes,2.62
Austria,Ireland,Export Quantity,Maize (corn),tonnes,48.09
Austria,Ireland,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Ireland,Export Quantity,Wheat,tonnes,1.87
Austria,Israel,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Austria,Israel,Import Quantity,Wheat,tonnes,0.07
Austria,Israel,Export Quantity,Wheat,tonnes,67.09
Austria,Italy,Import Quantity,Maize (corn),tonnes,4307.96
Austria,Italy,Export Quantity,Maize (corn),tonnes,378419.17
Austria,Italy,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,17405.0
Austria,Italy,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,708.0
Austria,Italy,Import Quantity,Wheat,tonnes,4614.38
Austria,Italy,Export Quantity,Wheat,tonnes,505574.83
Austria,Japan,Export Quantity,Maize (corn),tonnes,94.12
Austria,Japan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4.0
Austria,Japan,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Kazakhstan,Export Quantity,Maize (corn),tonnes,496.45
Austria,Kazakhstan,Export Quantity,Wheat,tonnes,153.86
Austria,Kyrgyzstan,Export Quantity,Maize (corn),tonnes,89.03
Austria,Latvia,Export Quantity,Maize (corn),tonnes,32.99
Austria,Latvia,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Latvia,Export Quantity,Wheat,tonnes,0.22
Austria,Lithuania,Export Quantity,Maize (corn),tonnes,228.97
Austria,Lithuania,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4.0
Austria,Lithuania,Import Quantity,Wheat,tonnes,464.49
Austria,Lithuania,Export Quantity,Wheat,tonnes,8.02
Austria,Luxembourg,Export Quantity,Maize (corn),tonnes,8.3
Austria,Luxembourg,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Luxembourg,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Austria,Luxembourg,Export Quantity,Wheat,tonnes,1355.83
Austria,Malta,Export Quantity,Maize (corn),tonnes,0.0
Austria,Malta,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Mexico,Import Quantity,Maize (corn),tonnes,9.93
Austria,Mexico,Export Quantity,Maize (corn),tonnes,0.01
Austria,Mexico,Import Quantity,Wheat,tonnes,0.07
Austria,Netherlands (Kingdom of the),Import Quantity,Maize (corn),tonnes,1077.83
Austria,Netherlands (Kingdom of the),Export Quantity,Maize (corn),tonnes,4272.05
Austria,Netherlands (Kingdom of the),Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,3020.0
Austria,Netherlands (Kingdom of the),Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Austria,Netherlands (Kingdom of the),Import Quantity,Wheat,tonnes,2.8
Austria,Netherlands (Kingdom of the),Export Quantity,Wheat,tonnes,6626.31
Austria,New Zealand,Export Quantity,Maize (corn),tonnes,0.25
Austria,New Zealand,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,Nigeria,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Austria,North Macedonia,Export Quantity,Maize (corn),tonnes,95.73
Austria,North Macedonia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,3.0
Austria,North Macedonia,Export Quantity,Wheat,tonnes,1729.1
Austria,Norway,Import Quantity,Wheat,tonnes,0.01
Austria,Norway,Export Quantity,Wheat,tonnes,250.0
Austria,Pakistan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,947.0
Austria,Poland,Import Quantity,Maize (corn),tonnes,2025.21
Austria,Poland,Export Quantity,Maize (corn),tonnes,4818.95
Austria,Poland,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,587.0
Austria,Poland,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,258.0
Austria,Poland,Import Quantity,Wheat,tonnes,1641.97
Austria,Poland,Export Quantity,Wheat,tonnes,2792.89
Austria,Portugal,Export Quantity,Maize (corn),tonnes,3.34
Austria,Portugal,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,79.0
